TITLE,COMPANY_NAME,LOCATION,QUALIFICATIONS,SKILLS,JOBTYPE,,,,
Quality Automation Engineer - A4397 (Coimbatore),Nisum,"Coimbatore, Tamil Nadu","['Bachelor’s / Master’s degree in specific technical fields like computer science, math, statistics preferred, or equivalent practical experience.', '5-7 years of experience in software testing and test automation.', 'Minimum 2 years of experience working on agile projects.']","['Selenium', 'Jenkins', 'oral/written communication', 'Excellent oral and written skills', 'REST Assured.', 'leadership skills', 'interpersonal skills', 'In-depth knowledge of test automation', 'web service testing', 'organization', 'influencing skills', 'creative problem-solving skills.', 'Automation with Java', 'Results-oriented', 'test framework', 'leadership', 'business writing', 'Exceptional presentation', 'Data-driven/Keyword driven/Hybrid/POM.', 'API testing', 'professional standards', 'planning', 'Good analytical', 'Maven', 'Highly motivated', 'QA process']",['Full Time'],,,,
Data Engineer,ZF,"Coimbatore, Tamil Nadu","[""Bachelor's or master's degree in Data Science, Computer Science, or a related field."", '3+ years of experience in data engineering and data science']","['communication skills', 'Python', 'automation', 'Data engineering', 'DevOps processes', 'SQL', 'languages for querying', 'version control systems', 'data science', 'data processing', 'PowerShell']",,,,,
Network Support Engineer,Texmo Industries,"Coimbatore, Tamil Nadu",,"['switching concepts', 'routing conceptsStrong', 'IP addressing', 'TCP', 'switching isl', 'bridging', 'ARP', 'subnetting', 'IP', 'FTP', 'VLAN and VPN configuration', 'SMTP', 'DNS', 'LAN technologiesStrong', 'ICMP', 'UDP', 'TCP/IP protocol']",,,,,
Computer Vision Engineer,Digit7,"Coimbatore, Tamil Nadu",,"['Scikit Learn', 'Keras', 'Key Point detection(ex', 'NumPy', 'Python', 'OpenPose', 'Pandas', 'Matplotlib', 'OpenCV', 'object detection', 'image/video analytics', 'TensorFlow', 'classification', 'NVIDIA GPUs', 'feature extraction', 'tracking Independent analytical problem-solving skills']",['Full Time'],,,,
Data Engineer,Genivix Solutions,"Coimbatore, Tamil Nadu",,"['Visual Studio', 'Nodejs', 'Azure Synapse', 'Python', 'SQL Server.', 'Azure ADF.', 'Azure Synapse.', 'Power BI Data Activities', 'SQL.', 'NodeJs.']",['Full-time'],,,,
Data Engineer,Saama Technologies Inc,"Coimbatore, Tamil Nadu",['Graduation or any equivalent qualification from a reputed institute 2-6 years of experience'],"['analytics tools', 'AWS ‘big data', 'SQL']",,,,,
Industrial Automation Sales Engineer,Sanumas Solutions,"Coimbatore, Tamil Nadu","['Min. experience 2 years in Sales and Business Development in the Industrial Automation', 'Diploma (Preferred)']","['Knowledge of PLC, SCADA, OPC, etc is essential', 'Excellent oral and written communication skills in English']",['Full-time'],,,,
Project Engineer,Gram envosolution Pvt Ltd,"Coimbatore, Tamil Nadu",,"['Technical skills', 'clarification', 'precipitation softening', 'floatation', 'ion exchange resin software', 'membrane systems', 'biological treatment.', 'analytics techniques', 'ion exchange', 'filtration', 'membrane projections software', 'aeration', 'water chemistry modelling software', 'wastewater treatment simulation.', 'English']","['Full-time, Regular / Permanent, Fresher, Volunteer Salary']",,,,
Data Scientist (Python Programming),ZF,"Coimbatore, Tamil Nadu","[""Bachelor's Degree in a quantitative field, like computer science, mathematics, physics, statistics, or engineering with at least 5+ years of industrial background""]","['machine learning methods', 'Python', 'data analytics toolchains', 'analytics tools', 'SQL', 'data analytics', 'python', 'data query', 'PowerShell']",,,,,
GCP Network Engineer - A4740 (Coimbatore),Nisum,"Coimbatore, Tamil Nadu","['Bachelor’s / Master’s degree in specific technical fields like computer science, math, statistics preferred, or equivalent practical experience.', 'At least 3 years of experience as a cloud engineer with network experience']","['Load Balancers', 'container orchestration tools', 'Wireshark', 'Firewall', 'Python', 'Ansible', 'Google Cloud certification such as Google Certified Professional Cloud Network Engineer', 'communication and collaboration skills', 'network virtualization technologies', 'problem-solving skills', 'Puppet', 'Kubernetes', 'Bash', 'Terraform', 'tcpdump', 'VPN', 'GCP networking services', 'VPC']",['Full Time / Contract'],,,,
Senior SEO Specialist,Kovai.co,"Coimbatore, Tamil Nadu",['Min 5+ Years of experience with proven case studies.'],"['communication skills', 'Google Analytics', 'Analytics mindset', 'SEO', 'teamwork', 'Analytics skills']",,,,,
Azure Cloud Engineer,AES Technologies Pvt. Ltd.,"Coimbatore, Tamil Nadu","['UG or PG degree and 3+ years relevant experience', 'Deep domain experience with 1+ year’s work experience in Services, cloud computing or technical project delivery']","['Azure Cosmos DB', 'Azure Storage', 'Azure Functions', 'Data Lake', 'Azure API for FHIR', 'AKS', 'Ansible', 'Azure SQL', 'Power BI', 'Azure networking', 'Synapse', 'Azure Table', 'Azure Databases', 'WebApps Good', 'Azure Blob API', 'networking', 'Azure Computation', 'networking certifications', 'Azure Kubernetes Services', 'Core SQL', 'API Apps', 'Azure Cloud', 'Cosmos DB', 'APIs', 'Data Factory', 'MySQL', 'Gremlin', 'Azure cloud', 'Azure Analytics']",,,,,
Data Engineer EAC2 2023,Bosch Group,"Coimbatore, Tamil Nadu","['4 - 6 years of relevant work experience in the field of Data Engineering and Cloud technologies.', 'Bachelor or Master’s degree in Electronics / Electrical / Computer Science / Instrumentation engineering.']","['ADF', 'Grafana', 'Spark', 'Bitbucket', 'coding experience', 'data engineering.', 'Dremio', 'Machine Learning pipelines', 'JIRA', 'Data Pipelines', 'Terraform.', 'Programming skills', 'Metadata Management techniques', 'PowerBI', 'Software Engineering', 'Hadoop', 'automation/workflow management tools', 'ADLS', 'Python.', 'manage-, build- and test-tools.', 'DevOps practices', 'bigdata toolchain', 'Git', 'Tableau', 'Kubernetes', 'Data pipeline', 'Python', 'Cloud.', 'Databricks', 'Big Data', 'Azure Synapse', 'Schema validations', 'Azure Webapp', 'Airflow', 'Batch', 'Azure Cloud services', 'SQL', 'cloud', 'Docker', 'Azure Purview', 'CI/CD', 'Prefect', 'Azure']",,,,,
Data Engineer,Saama Technologies Inc,"Coimbatore, Tamil Nadu",['Graduation or any equivalent qualification from a reputed institute 2-6 years of experience'],"['analytics tools', 'SQL', 'AWS ‘big data']",,,,,
DATA SCIENTIST,TrueLedge (HR and Accounting Services),"Coimbatore, Tamil Nadu","['Any UG / PG Degree / Engineering Graduates Experience: 3 TO 5+ Years Job Location', ""Bachelor's degree in Computer Science, Mathematics, Statistics, or a related field.""]","['Spark', 'Hive.', 'NLP research.', 'written and verbal communication skills', 'PyTorch.', 'R', 'decision trees', 'Hadoop', 'SpaCy', 'entity linking.', 'Analyze large, complex datasets', 'Spark.', 'NLP frameworks', 'supervised and unsupervised learning', 'problem-solving skills', 'Python', 'graph representation learning', 'machine learning development', 'statistical modeling', 'machine learning algorithms', 'Big Data tools', 'NLTK', 'conversational AI', 'TensorFlow', 'Gensim.', 'Deep Learning models and architectures.', 'clustering.']",['Full-time'],,,,
AWS DevOps Engineer,Big Idea Technology Solutions,"Coimbatore, Tamil Nadu","['5-7 years of experience in setting up cloud infrastructure to support production applications.', 'Minimum Qualifications:']","['Working on Linux based infrastructure', 'MySQL', 'infrastructure troubleshooting skills', 'Alchemy/Infura', 'CI/CD', 'Setting up and managing cloud infrastructure', 'interpersonal skills', 'AWS', 'DevOps', 'Agile principles', 'CI/CD Pipeline', 'Postgres', 'Solid understanding of DevOps principles and practices', 'communication', 'software release management']",['Full-time'],,,,
Android Developer,Malay Soft,"Coimbatore, Tamil Nadu","['+1.5 years experience in developing Android applications.', 'B.Tech or Masters Degree in Computer Science or equivalent.', 'freshers out of college with a Masters or Bachelors degree having good understanding of software development in any of our focus technologies.']","['JSON.', 'Self-motivated', 'Object-oriented programming concepts', 'REST', 'Android Java programming', 'Android SDK.']",,,,,
Solution architect,Ultrafly Solutions private limited,"Coimbatore, Tamil Nadu",['Bachelor’s or Master’s degree in Computer Science or related field from a top university.'],"['architecting', 'AI/ML/eCommerce/Digital Health/Marketplaces/Blockchain technologies/solutions', 'Computer Science fundamentals', 'Elasticsearch', 'hands-on', 'NextJS', 'Python', 'Kotlin', 'agile methodologies', 'Golang', 'architecture', 'ReactJS', 'communication skills', 'Full Stack developer', 'communication', 'right level conversations', 'Redis', 'cloud', 'prototyping', 'Android', 'Presentation skills', 'software design and architecture', 'problem-solving skills.', 'negotiation skills.', 'influencing', 'Distributed Computing', 'dynamic presentation', 'Graphql', 'architecture direction', 'HTTP and SSL Proxy, Security Web Gateway, Cloud Access Security Broker, Next-Generation Firewall, Intrusion Prevention System, Server Load Balancing, Virtual Private Networks, Public Key Infrastructure (PKI), Kubernetes, VM and Container Networking;', 'Java', 'Typescript', 'collaboration', 'NodeJS']","['Full-time, Regular / Permanent']",,,,
TECHNOLOGY ARCHITECT - Full Stack,Infosys,"Coimbatore, Tamil Nadu",,"['strong technology background', 'Kafka', 'React JS.', 'HTTP', 'Web Development Frameworks', 'JavaScript', 'Active MQ', 'IaaS Cloud architecture', 'TypeScript.', 'NoSQL', 'Scrum/Agile development methodologies.', 'React JS', 'Markup Language->Javascript', 'building high-quality enterprise applications', 'Node.JS', 'RabbitMQ/Other messaging frameworks', 'Markup Language->NodeJS', 'Full Stack Architects', 'Angular JS', 'Apache SOLR.', 'Apache Camel', 'Java', 'RDBMS', 'Spring Boot']",,,,,
Data Architect (IT Jobs),HR Inc Consultants,"Coimbatore, Tamil Nadu",['5+ years’ experience working with relational databases and relational models.'],"['Elastic Search.', 'Virtualized environments', 'Database Administration', 'RDBMS Storage Dimensioning', 'batch and stream processing', 'NoSQL', 'Kafka', 'Distributed database experience', 'Allocation expertise', 'containers', 'Docker', 'container orchestration', 'Kubernetes', 'MQTT']","['Face to face HR Round', 'Full-time Working hours']",,,,
Solution Architect,Wavicle Data Solutions,"Coimbatore, Tamil Nadu",['Minimum 3 years of experience in any of the Data Integration tools'],"['DataStage.', 'decision support reporting', 'data analytics', 'bi-temporal data models.', 'Python', 'normalized and dimensional data modelling', 'data lake', 'Informatic', 'data governance.', 'communication skills', 'data sourcing', 'Agile', 'object-oriented languages.', 'Spark.', 'Talend', 'Spark', 'presentations to the team.', 'data vault', 'metadata solutions', 'Strong programming skills', 'data delivery', 'ODI', 'strong programming skills', 'Java/J2EE', 'Hadoop']",,,,,
IoT Engineer (2022 Graduates),Kalycito,"Coimbatore, Tamil Nadu","['BE/BTech [Computer Science, Electrical / Electronics & Communication / Mechatronics / Instrumentation / Information Technology]', 'Experience 0 to 2 years Job Location']","['good analytical, quantitative, and', 'Python', 'data interpretation', 'Java/C++', 'micro controllers', 'Linux', 'CSS3', 'Node.js', 'Good oral and written communication skills', 'Bootstrap', 'cloud computing technologies', 'HTML5', 'data structures', 'JavaScript', 'typescript', 'C']",,,,,
Junior Embedded Engineer,iExemplar Software India,"Coimbatore, Tamil Nadu","['1 to 2 years of experience', 'Diploma in ECE / EEE / EI.']","['raspberry pi C programming', 'USB and I2C interface and protocols', 'Soldering and component placement practical experience', 'microcontroller modules', 'GPIO', 'UART', 'IOT and wireless communication', 'SPI', 'Arduino']",,,,,
IOT Engineer - Android,NDOT Technologies Pvt Ltd,"Coimbatore, Tamil Nadu",,"['Serial Communication Protocols such as I2C,SPI,USART, MQTT, AMQP, Web sockets', 'Modbus', 'highly self-motivated', 'Windows', 'Distributed computing', 'Network protocols such as TCP/IP', 'IOT communication', 'Native android', 'MS SQL', 'Device Firmware', 'HTTP, FTP, SMTP', 'Android OS']",['Full-time'],,,,
Embedded Engineer,Pinnacle Telematics Pvt Ltd,"Coimbatore, Tamil Nadu",['2-4 years of working experience in Embedded Software Development in C Programming Language'],"['Software Development Tools(compilers', 'Good understanding of Wireless networks', 'independent', 'Cryptographic algorithm', 'Good communication and writing skills', 'self-motivated', 'good understanding of Bluetooth, BLE 5.0 and Cellular Modems', 'troubleshooting skills']",['Full-time'],,,,
Embedded Engineer,Faraday Ozone Products Private Limited,"Coimbatore, Tamil Nadu",,,['Full-time'],,,,
Embedded Engineer,Beta Technologies India Pvt Ltd,"Coimbatore, Tamil Nadu","['At least a Bachelor’s degree in Electronics Engineering, or other related fields.', 'Prior working experience in some relevant field, preferably as an Embedded Trainee.']","['Rasperry Pi', 'developing embedded systems', 'C. Good Experience in Arduino']",['Full-time'],,,,
Sr Engineer IOT Edge,Schnell Energy Equipments,"Coimbatore, Tamil Nadu","['Min 6 Yrs Exp, C, C++, Python, NodeJS Experience in working with embedded Linux edge platforms']",,,,,,
Solidworks Designer Engineer,En-Tech Solutions,"Coimbatore, Tamil Nadu",,"['calm in complex situations', 'Strong analytical skills', 'problem solving skills.', 'leadership skills', 'good in quants', 'analytical', 'good communicator', 'presentable', 'loud and confident', 'DFM systems', 'good orator.']",['Full-time'],,,,
Freelance Embedded Engineer,Katomaran Technologies Private Limited,"Coimbatore, Tamil Nadu",,"['HTTP.', 'software configuration management tools', 'IoT Exposure', 'communication protocols.', 'OS coding techniques', 'MQTT', 'IP protocols, interfaces and hardware subsystems', 'writing skills', 'Embedded software engineering.', 'Embedded C.', 'Design, develop, code, test and debug system software.', 'documentation', 'defect tracking tools']",,,,,
PCB Test and Debug Engineer,Sterna Security Devices Pvt Ltd,"Coimbatore, Tamil Nadu",,"['Prototype validation', 'Communication protocols', 'Microcontroller boards debugging', 'signal transient analyze', 'Functional test', 'Schematic Capture', 'power analyze', 'MS Office', 'Interfacing knowledge UART, I2C, SPI, LAN, PCIE 5.', 'MCU Knowledge', 'Circuit Analyze', 'Circuit and Hardware Development']",['Full-time'],,,,
Buyer Relationship Manager-White Labeling,Larsen & Toubro Limited,"Coimbatore, Tamil Nadu",['Experience: 5-12 years'],,,,,,
Manager/Asst. Manager - Sales,Larsen & Toubro Limited,"Coimbatore, Tamil Nadu",,"['Excel', 'CRM', 'Word ï‚·', 'Outlook', 'detail-oriented', 'PowerPoint', 'articulate']",,,,,
Sr. Product Manager,vakanzy.com,"Coimbatore, Tamil Nadu",['Bachelor’s Degree and 8+ years’ experience in product/project/program management or software development.'],"['detail-oriented.', 'Communication', 'analytical', 'data analytics', 'Leadership', 'writing and editing skills']",['Full-time'],,,,
Product Manager - For a Cloud based Product Company,CLOUD ASSERT,"Coimbatore, Tamil Nadu",['Bachelor’s Degree and 8+ years’ experience in product/project/program management or software development.'],"['Product Management', 'detail-oriented.', 'strong presentation', 'speaking skills.', 'Cloud Assert', 'Communication', 'ideation', 'analytical', 'data analytics', 'Leadership', 'writing and editing skills']",,,,,
Sr Manager - Product Management and Support (valves Mfg),Amra Associates,"Coimbatore, Tamil Nadu",,,,,,,
Project Manager - Odoo,Pinnacle Seven Technologies,"Coimbatore, Tamil Nadu","['5 years of experience managing software development projects', ""Bachelor's degree in Computer Science, Engineering, or a related field""]","['documentation', 'leadership', 'Git', 'Odoo', 'project management methodologies', 'Scrum', 'interpersonal skills', 'think critically', 'Jenkins', 'Agile', 'JIRA', 'Kan-ban', 'communication']",['Full-time'],,,,
Manager - Sales,Mahindra & Mahindra Ltd.,"Coimbatore, Tamil Nadu",['MBA; Bachelors of Technology; Bachelor of Engineering; MBA in Sales and Marketing  General Experience Minimum 10 to 15 yrs experience in relevant industry'],"['Financial Management', 'Innovation Led Transformation _Change catalyst', 'Innovation Led Transformation _Risk Taking with Responsibility', 'Enquiry Management', 'Manpower Management', 'Issue Management', 'Innovation Led Transformation _Idea Orientation', 'Quality Management', 'self-motivated', 'Leveraging Human Capital_Entrepreneurial engagement', 'Leadership', 'Sales Planning', 'Corrective Actions', 'Business Planning', 'ownership', 'Coaching', 'Execution Excellence_Agility with discipline', 'Mentoring', 'Channel Management', 'Relationship Management', 'Leveraging Human Capital_Appreciating diversity', 'Layouting', 'Performance Management', 'Stakeholder Management', 'Retail Banking', 'Risk Management', 'Dealer Management', 'Man Management', 'Excellence_Passion for Quality', 'Liasoning', 'Leveraging Human Capital_Team development', 'Leveraging Human Capital_Exponential synergy', 'Team Management']",,,,,
Relationship Manager,TATA Capital,"Coimbatore, Tamil Nadu","['Graduate, Masters/Postgraduate']",['Process Management'],,,,,
"Assistant Manager - Advertising Sales, Star Vijay",Disney,"Coimbatore, Tamil Nadu",['MBA degree holder with 5+ years of sales experience'],"['Disney Star', 'relationship building', 'Collaboration Learning', 'Analytical thinking', 'story-telling', 'innovation']",,,,,
Business Development Manager (BDM),ERPROOTS Pvt Ltd,"Coimbatore, Tamil Nadu",['6+ years of experience as a Business Development Manager.'],"['cold calling', 'written & oral communication', 'multi lingual skillset', 'Spanish fluent in speaking.', 'German', 'French', 'Interpersonal, excellent', 'multi-tasking', 'presentation skills']",['Full-time'],,,,
Product Manager,Balu Iron and Steel Company,"Coimbatore, Tamil Nadu","['8 - 15 Years experience Employment Type', 'Any Degree, Engineers', '8 to 15 yrs experience in Sales and Managing a Team in last few years.']",['drive independently'],['Full-time'],,,,
HEALTH VARIABLE - ASSOCIATE SALES MANAGER,Reliance General Insurance,"Coimbatore, Tamil Nadu",,,,,,,
Business Analyst,ANGLER Technologies India Pvt Ltd,"Coimbatore, Tamil Nadu","['Graduates / Post Graduates with 2 to 4years of experience', 'Graduates & Post Graduates from IT background with 2 to 4 years of experience']","['Microsoft Office', 'Knowledge of technical solution, industry domain and business', 'high communication', 'proactive innovation']",['Full-time Salary'],,,,
RELATIONSHIP MANAGER-CATHOLIC SYRIAN BANK & FINCARE-CTC UPTO 4.5LPA,JOBS N TA HR Services,"Coimbatore, Tamil Nadu",,,,,,,
AI architect,Integrin Enterprise Solutions,"Coimbatore, Tamil Nadu","We are seeking Web Designer Interns, who will be part of the Engineering team and collaborate with the Developer team to build internal corporate sites using the latest technologies. Interns are expected to provide clean artful web designs.Experience in using some of the tools like Joomla,Drupal and Wordpress is essential. We expect you to create exceptional user design experience and have a good visual design sense. Previous experience in coding websites is expected. This role requires a Web Designer who is passionate about turning thoughts into an appealing design. We are a small team of highly skilled engineers and looking forward to adding a new member who wishes to advance in one's career by continuous learning.Selected candidates will be an integral part of a team of passionate and enthusiastic IT professionals, and have tremendous opportunities to contribute to the success of the products. Responsibilities Collaborate with back-end developers to ensure web and app logic is properly integrated Designing engaging and responsive landing pages and Optimizing sites for maximum speed and scalability Integrating client CMS programs and data feeds into websites Employing industry and design best practice through website build process Ensuring website function and stability across devices i.e. desktop, mobile, tablet Working with marketing and research teams to incorporate brand elements and relevant market research findings into website Execute all visual design stages from concept to final hand-off to engineering Conceptualize original website design ideas that bring simplicity and user friendliness to complex roadblocks Create wireframes, storyboards, user flows, process flows and site maps to communicate interaction and design ideas Present and defend designs and key deliverables to peers and executive level stakeholders Establish and promote design guidelines, best practices and standards Requirements and skills Demonstrable graphic design skills with a strong portfolio Solid experience in creating wireframes, storyboards, user flows, process flows and site maps Proficiency in Photoshop, Illustrator or other visual design and wire-framing tools Proficiency in HTML, CSS and JavaScript for rapid prototyping Experience working With Adobe Suite – Photoshop, Illustrator, InDesign Excellent visual design skills with sensitivity to user-system interaction Ability to solve problems creatively and effectively Up-to-date with the latest Web trends, techniques and technologies Job Types: Full-time, Regular / Permanent, Fresher, Internship Salary: ₹5,500.00 - ₹7,000.00 per month Schedule: Day shift Monday to Friday Morning shift Expected Start Date: 22/05/2023","['Illustrator', 'HTML', 'visual design skills', 'Drupal', 'visual design', 'coding websites', 'CSS', 'JavaScript', 'Wordpress', 'wire-framing tools', 'Photoshop', 'Joomla', 'Adobe', 'InDesign']",Web Designer Intern,,,,
AI Developer,Redleaf Technologies,"Coimbatore, Tamil Nadu",['Graduate in AI with 5 years exposure in Development.'],"['good understanding of design architecture principles.', 'Strong algorithmic, statistical & significant data skills']",['Full-time'],,,,
Junior Python Developer,Ezio Solutions,"Coimbatore, Tamil Nadu",['Minimum 1 year'],"['mathematical methodologies', 'machine learning systems', 'statistical analysis', 'writing and testing code', 'NoSQL', 'debugging programs', 'develop statistical learning models']","['Full-time, Education']",,,,
Embedded Software Developer,EMSYS Technologies,"Coimbatore, Tamil Nadu",,,['Full-time'],,,,
Python Developer,BLAZON,"Coimbatore, Tamil Nadu",['1-2+ years’ experience as a Back-End or Full Stack Developer'],"['Python', 'Python web application development', 'Pandas', 'Logging Any DB knowledge', 'Django', 'Numpy', 'REST APIs', 'Flask', 'PostgreSQL', 'CSS', 'Knowledge in ML and AI', 'JSON Error handling', 'Sumo Logic log aggregation', 'Unit Testing', 'JQuery', 'Boot Strap.', 'HTML', 'Deployment on Cloud', 'JSON and RESTful APIs', 'MySQL']",['Full-time'],,,,
Technical Content Developer - Trainee,iamneo.ai,"Coimbatore, Tamil Nadu",['A degree in Engineering or a related field'],"['Excellent communication', 'documentation', 'communication skills', 'writing skills.', 'translate technical jargon']",,,,,
Sr. Java Developer,Phasezero.ai,"Coimbatore, Tamil Nadu",,"['Analytical mind', 'MySQL', 'Hibernate', 'problem-solving aptitude', 'time management skills', 'software development', 'scripting', 'Good delegation', 'Redis', 'Elastic search', 'project management', 'MongoDB', 'Preliminary knowledge of', 'NoSQL', 'In-depth knowledge of Spring Boot', 'Hands-on working experience with Scalable and fault-tolerant applications.']","['-time, Regular / Permanent']",,,,
Application Developer: Mulesoft,IBM,"Coimbatore, Tamil Nadu",['7+ years of project experience in middleware Specialist in Mulesoft and 2+ years in hybrid cloud or app cloud modernization.'],"['DevSecOps', 'container security', 'Adobe', 'IBM Cloud', 'Spring and/or Spring Boot', 'leadership', 'SAP Hana', 'JBoss', 'Kubernetes', 'container management', 'MuleSoft.', 'containerization', 'Couchbase Experience', 'Foundry', 'Kafka Connect', 'PostgreSQL', 'Azure', 'Weblogic', 'ESB and BPMs or Messaging', 'JBOSS', 'Fuse on OpenShfit', 'Cloud', 'Design thinking workshops', 'Tomcat', 'Oracle DB', 'Fuse', 'Docker', 'ETL', 'AWS', 'Talend', 'microservices', 'MySQL', 'OpenShift', 'cloud relevant application development', 'Software AG', 'Java', 'API3Scale,', 'Google Cloud', 'Kafka', 'System of Interactions', 'Oracle WebLogic', 'ActiveMQ', 'Open Liberty', 'MongoDB']",,,,,
Java Developer,Menorah Personnel Management India Private,"Coimbatore, Tamil Nadu",,"['SQL Queries', 'Hibernate', 'Machine Learning', 'Web Service', 'REST,Spring', 'Data Analytics', 'Hibernate.', 'MVC', 'Struts', 'Java Script', 'SQL,Oracle,Spring boot', 'AJAX', 'Spring boot', 'In Big Data', 'AI', 'JQuery', 'CSS & HTML Solid understanding of object-oriented programming']",,,,,
Data Analyst (AI/ML),Mallow Technologies,"Coimbatore, Tamil Nadu","['3 to 6 years of relevant experience', 'Senior Data Analyst']","['scaling', 'Python', 'data analysis', 'Pattern Detection', 'Data Analytics', 'ML', 'TensorFlow', 'Forecasting', 'statistical methodologies', 'Jupyter Notebook', 'training', 'Time Series Analysis', 'Microsoft Power BI', 'machine learning experience', 'Neural Networks', 'machine learning', 'PyTorch', 'Anomaly Detection', 'transform large structured and unstructured data sets into valuable insights, reports and make predictions for business decisions.', 'numerical, analytical and statistical skills', 'Classification', 'feedback loop', 'SQL', 'analyse large datasets', 'scoring', 'Machine Learning', 'Supervised and Unsupervised Machine Learning', 'Tableau', 'Developing ML algorithms', 'Machine learning', 'Deep Learning', 'Decision tree', 'SciKit Learn', 'Colab', 'feature engineering', 'R', 'data analysis techniques', 'Good communication skills', 'Run machine learning tests and experiments', 'Bagging and Boosting algorithms', 'Text Mining']",,,,,
Angular & C# Developer,Jobathon.ai,"Coimbatore, Tamil Nadu","['Bachelor’s degree in computer science.', '3+ years of experience in web and software development.']","['CSS', 'JavaScript', 'teamwork skills.', 'Ability to Visualize', 'communication', 'Functional Programming', 'PostgreSQL', 'Web API', 'Analytical Skills.', 'critical thinking.', 'Angular 12', 'MS SQL', '.Net Core', 'Dot Net Full Stack Development Job Types', 'HTML', 'Fast learner']","['Full-time, Regular / Permanent']",,,,
Application Developer: SAP ABAP,IBM,"Coimbatore, Tamil Nadu",,"['classical', 'data elements', 'interactive,', 'Dialog Programming', 'Smart forms', 'data dictionary objects', 'Adobe Forms', 'SAP Scripts', 'ABAP Reporting', 'ALV Reports', 'lock objects']",,,,,
Senior Full Stack Developer,Jobathon.ai,"Coimbatore, Tamil Nadu",['a minimum of 8 years of experience'],"['Python', 'cloud-native experience', 'problem-solving skills', 'ReactJS', 'Strong communication', 'Full Stack Developer', 'collaborative attitude.', 'React Native.']",['Full-time'],,,,
Delivery Manager,iamneo.ai,"Coimbatore, Tamil Nadu",,"['project management abilities', 'detail-oriented', 'Angular.js', 'Java', 'technical writing', 'python', 'decision-making skills', 'communication skills.', 'C++', 'Fullstack', 'C', 'React.js,', 'understanding of tech stacks', 'Excellent analytical, problem-solving', 'DBMS', 'Scrum', 'Javascript', 'Agile']",['Mid Level'],,,,
GUI Developer,iamneo.ai,"Coimbatore, Tamil Nadu","['B.E./B.TECH [EEE / ECE / CSC / E&I]', 'Minimum 2-4 years of experience in Qt Application development']","['QT', 'JavaScript', 'squish automation testing', 'Programming skill in Qt Application development', 'Object Oriented Programming', 'Programming skill', 'SQM tools', 'UI development', 'Java & XML', 'written communication', 'Good oral', 'Embedded UI development', 'static analysis', 'Self-driven', 'Agile Tools & Practices', 'TCP/IP', 'Android application development', 'Android studio', 'C++ programming', 'hard working', 'Android Studio', 'Qt Creator', 'Trouble Shooting and Debugging skills', 'C++', 'Qml', 'self-motivated', 'Basic Programming skills in Linux environment']",['Junior Level'],,,,
Data Analyst - BI,Bambus Technologies LLP,"Coimbatore, Tamil Nadu",,"['graphs', 'Data analysis skills', 'data analytics', 'charts', 'infographics']","['Full-time, Regular / Permanent Salary']",,,,
Data Quality Analyst,iamneo.ai,"Coimbatore, Tamil Nadu","[""Bachelor's degree in Computer Science, Information Systems, or a related field.""]","['data profiling', 'SQL data manipulation', 'data governance principles and practices', 'data quality concepts', 'Power BI', 'data cleansing techniques', 'Strong analytical and problem-solving skills', 'BigQuery', 'BigQuery.', 'analysis.', 'methodologies', 'data profiling tools']",['Full-time'],,,,
Data Analyst Trainer,Skill Safari,"Coimbatore, Tamil Nadu","[""Bachelor's or Master's degree in a relevant field such as Data Science, Statistics, Computer Science, or a related discipline."", 'Minimum 2 years of training experience as a data analyst or related field.', '2 to 4 Years (In Corporate or Institutional Level)']","['data analysis', 'Python', 'Excel', 'Strong analytical and problem-solving skills.', 'presentation', 'communication skills', 'time management abilities.', 'programming languages', 'cleansing', 'SQL)', 'Power BI', 'SQL', 'Detail-oriented', 'data manipulation', 'interpretation', 'Tableau', 'R', 'data analysis techniques', 'statistical methods', 'visualization', 'data visualization tools', 'transformation techniques.', 'explain complex concepts']",['Full-time'],,,,
Business Intelligence Analyst,Kirtilal Kalidas Jewelers Pvt Ltd,"Coimbatore, Tamil Nadu",['Graduate Experience: Minimum 3 years CTC: 3 – 5 LPA Location'],"['Python', 'data profiling', 'Tableau', 'Strong reporting skills', 'C#', 'Einstein Analytics.', 'Salesforce', 'Power BI', 'SQL', 'Salesforce certification marketing cloud platform', 'Hadoop']",['Full-time'],,,,
Operations Data Analyst,Bradken,"Coimbatore, Tamil Nadu",,"['analytical skills', 'understanding of data structures', 'Power BI', 'data modelling', 'data optimisation technique.', 'creating data models']",,,,,
Planning & Scheduling Senior Analyst,Hashmap,"Coimbatore, Tamil Nadu",['3+ years’ experience as a Power BI Developer.'],"['Microsoft BI', 'Analytical thinking', 'data analytics', 'Excellent understanding of data model in Power BI', 'Power BI', 'communication skills', 'development skills', 'Excellent understanding of row-level security in Power BI']",,,,,
Data Analyst,ZF,"Coimbatore, Tamil Nadu","[""Master's degree in Data Science, Computer Science, Engineering, or a related field."", '3 – 5 years of experience in data analysis and visualization, preferably in the manufacturing industry.']","['Python', 'visualization', 'data modeling', 'DevOps', 'statistical analysis', 'SQL', 'communication skills', 'DAX', 'visualization using', 'PowerQuery', 'SAP BW', 'SAP ERP']",,,,,
Business Analyst,ANGLER Technologies,"Coimbatore, Tamil Nadu",,"['technical knowledge', 'communicators']",['Full-time'],,,,
