TITLE,COMPANY_NAME,LOCATION,QUALIFICATIONS,SKILLS,JOBTYPE,,,,
Business Development Intern,Grad-dreams Education Consulting Pvt. Ltd.,"Mulund, Mumbai, Maharashtra","['Bachelors / Masters degree in Business, Engineering, Science, English, Journalism, Communications, or a related field', ""Bachelor's degree in a relevant field (e.g., Education, Counseling, International Relations)""]","['interpersonal skills.', 'communication skills', 'writing and editing skills', 'time management abilities.', 'CRM or AI tools', 'Knowledge of English, Marathi & Hindi is essential.', 'communication', 'Proficiency in English, both written and verbal.', 'organizational']",,,,,
Digital Marketing Intern,Grad-dreams Education Consulting Pvt. Ltd.,"Mulund, Mumbai, Maharashtra","['Bachelors / Masters degree in Business, Engineering, Science, English, Journalism, Communications, or a related field Exceptional writing and editing skills', ""Bachelor's degree in a relevant field (e.g., Education, Counseling, International Relations)""]","['interpersonal skills.', 'Marathi & Hindi is essential.', 'communication skills', 'time management abilities.', 'CRM or AI tools', 'communication', 'Proficiency in English']",,,,,
Solutions Architect : Big Data & AI,Databricks,"Mumbai, Maharashtra",,"['R', 'data science', 'Data Engineering', 'Big Data technologies', 'big data', 'Spark', 'Data Science', 'Hadoop', 'Python', 'Cassandra', 'GCP', 'AWS', 'analytics', 'Delta Lake', 'Azure', 'data engineering', 'AI', 'Java']",,,,,
Operations Manager_ Artificial intelligence (AI),Telus International,"Mumbai, Maharashtra","['8-10 years experience in project management/program management', '5+ years’ experience supervising operations teams']","['-building skills', 'English (main workplace language)', 'analytical/problem-solving skills', 'project management skills', 'Data Science', 'Data collection/annotation', 'communication', 'AI']",,,,,
Operations Manager_ Artificial intelligence (AI),TELUS,"Mumbai, Maharashtra","['8-10 years experience in project management/program management', '5+ years’ experience supervising operations teams including tracking business metrics and full performance and people development responsibilities']","['-building skills', 'leadership', 'English (main workplace language)', 'teamwork', 'analytical/problem-solving skills', 'project management skills', 'Data Science', 'Data collection/annotation', 'communication', 'coach and support your team']","['Work Style', 'Hybrid']",,,,
Technical Architect - Python / Django,Konsultera Solutions,"Mumbai, Maharashtra",,"['Python/Django', 'Machine Learning', 'MySQL/PostgreSQL/MSSQL', 'building ML algorithms', 'MongoDB', 'Building Security In Maturity Model', 'Big Data', 'Artificial Intelligence', 'OO skills', 'NoSQL databases.', 'Django']",,,,,
Research Analyst,Sea and Beyond,"Mumbai, Maharashtra","['bachelor’s or master’s degree with minimum 3-5 years of exp.', 'Experience : 3-5 years years Job ID']","['data science', 'Power BI', 'ML/AI', 'vessel performance', 'strong academic background', 'Python/R', 'data visualization tools']",,,,,
"Architect , Field Engineering (Data & AI)",Databricks,"Mumbai, Maharashtra",,"['data science', 'Data Engineering', 'Big Data technologies', 'Spark', 'Data Science', 'Hadoop', 'Cassandra', 'GCP', 'AWS', 'presenting and white-boarding', 'analytics', 'Azure', 'data engineering', 'AI']",,,,,
Technical Project Manager- ReBoot,Fractal Analytics,"Mumbai, Maharashtra","['B. E, B. Tech, Masters, Bachelors in Statistics/Economics']","['MS Office Suite', 'Build Engineering Pipelines, Infrastructure, Or Data Models', 'Web technologies', 'Excel', 'Data warehouse', 'Word', 'project management', 'Project Management methodologies', 'Jira.', 'Scrum', 'Agile', 'PowerPoint']",,,,,
Application Architect: Mobile,IBM,"Mumbai, Maharashtra",['Minimum of 12 - 15+ years of relevant work experience in product-based Software development'],"['presentation', 'ReactNative,', 'MVC', 'Swift', 'can-do attitude', 'Java', 'MVP', 'communication skills.', 'Ionic', 'Flutter', 'DevOps', 'IoT', 'DevOps Automation', 'communication skills', 'analytics', 'documentation.', 'Javascript', 'Architecture Patterns', 'Kotlin', 'ObjectiveC', 'MVVM', 'VIPER', 'Angular']",,,,,
Post Trade Clearing and Settlement Jobs in Mumbai,ICS Consultancy Services,"Mumbai, Maharashtra",,"['Capital Markets', 'analytics skill', 'good story teller', 'quickly analyze data', 'Post Trade Clearing and Settlement', 'Clearing Settlement platforms on TCS Banks/T2S', 'Clearing Settlement']",,,,,
Security Analyst-SIEM,IBM,"Mumbai, Maharashtra",['Minimum 3+ years’ experience in SIEM administration'],['threat modelling'],,,,,
Red Hat OpenShift Microservice Architect,IBM,"Mumbai, Maharashtra",['Total 15+ Years of Experience in IT Minimum 5+ years as an Architect'],"['Red Hat OpenShift', 'IBM cloud', 'AWS', 'configuration management', 'LDAP', 'IBM Cloud Pack', 'OpenShift.', 'Google Cloud', 'Puppet', 'infrastructure', 'Spring framework', 'ActiveMQ', 'RHEL 7', 'Java EE', 'Ansible.', 'IBM MQ', 'oAuth', 'Chef', 'Tomcat', 'containers']",,,,,
Immediate jobs in Mining Operations Planning and Measurement,ICS Consultancy Services,"Mumbai, Maharashtra",['MBA preferred / MTech with Engineering B Tech/ BE degree in Mining from reputed institute within India/outside'],,,,,,
Cloud Architect,Adani Group,"Mumbai, Maharashtra",['7-10 years of experience with 4 years of cloud experience and 2/3 years of experience in architecture'],"['GKE', 'Composer', 'Dataflow', 'GCP services', 'BigTable', 'orchestration tools', 'SQL Server', 'analytics tools', 'AWS services', 'IoT', 'DataPrep', 'DataProc', 'Python', 'DataFusion', 'Oracle', 'Cloud Composer', 'visualization tools', 'BigQuery', 'Docker', 'cleaning/transforming/cataloging/mapping of data', 'streaming & batch data pipelines', 'Cloud Function', 'API-based', 'CloudSQL', 'GCP', 'GCS', 'Dataproc', 'Data Lake\\']",['Full-time Day Job'],,,,
Chief Architect,Accuracy Info Labs Pvt. Ltd.,"Mumbai, Maharashtra",,"['management skills', 'AWS', 'Android', 'iOS', 'Java']",['Full-time'],,,,
AI/ML Engineer,Samespace,"Mumbai, Maharashtra",['1-2 years of experience specifically focused on machine learning (ML) modelling and applied research.'],"['Pandas.', 'Synthetic data generation', 'analytical thinking abilities.', 'Evaluating trained/fine tuned model', 'Analyse real-world problems', 'fine-tuning techniques', 'PyTorch', 'Python programming', 'Generate synthetic data', 'problem-solving', 'TensorFlow', 'AI and ML', 'data manipulation libraries', 'Deep Learning', 'Numpy', 'understanding of statistics', 'fine-tune hyperparameters', 'ML toolkits', 'machine learning algorithms']",,,,,
Web Application Engineer - AI Service Integration (Homebased),APEX株式会社,"Mumbai, Maharashtra",,"['data collection, analysis', 'Angular', 'access control', 'web frameworks', 'JavaScript', 'Power BI', 'Javascript', 'CSS', 'Web frameworks', 'HTML,CSS', 'data processing', 'cryptography', 'web development', ""Restful API's"", 'Reverse Engineeering', 'HTML', 'Knowledge of Restful APIs', 'Tableau', 'programming languages', 'teamwork skills.', 'visualization Security knowledge']",['Full-time'],,,,
AI Prompt Engineer,Mirum Digital Pvt. Ltd.,"Mumbai, Maharashtra","['At least 2 years of experience working as a software engineer in a marketing or technology context.', ""Bachelor's degree in Computer Science or related field."", 'Exp Required -5 to 7 Years']","['Java', 'JavaScript.', 'Python']",,,,,
AI/ML Engineers,IBST Private Limited,"Mumbai, Maharashtra",,['AI/ML'],,,,,
AI/ML Engineer,dMACQ Software,"Mumbai, Maharashtra","[""at least two years' experience with a BE/BTech in Electrical Engineering or Computer Science. ME/MTech in EE/CS with at least one year experience or Ph.D.'s in EE/CS with dissertations on AI will also be considered.""]",['AI/ML Engineer'],,,,,
AI Prompt Engineer,Social Wavelength,"Mumbai, Maharashtra","['-5 to 7 Years', ""Bachelor's degree in Computer Science or related field."", 'At least 2 years of experience working as a software engineer in a marketing or technology context. Proficiency']","['Java', 'JavaScript.', 'Strong understanding of Natural', 'Python']",,,,,
Robotics Engineer (AI & ML),Future18 Digital,"Mumbai, Maharashtra",,"['AI/machine learning', 'ASP.NET & MSSQL Knowledge', 'written and verbal communication skills', 'English (Preferred)', 'CSS', 'GitHub', 'PHP', 'Mysql', 'Technical/Functional Skills', 'Node', 'JavaScript', 'deep learning', 'machine learning algorithms', 'Python.', 'protocols.', 'C++', 'HTML', 'real-time communication systems']","['Full-time, Regular / Permanent, Fresher, InternshipContract']",,,,
Application Support,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra","[""Bachelor's degree or equivalent experience in a software engineering discipline""]","['cloud', 'statistics', 'Python skills', 'telemetry monitoring', 'Develop, test, and debug automated tasks', 'Git', 'machine learning', 'Python', 'orchestration tools', 'unstructured data analysis', 'sklearn', 'Java', 'data science libraries', 'tensorflow)', 'networking', 'pandas', 'version control tools', 'cloud services', 'data science', 'container technology.', 'Go']",,,,,
Automation Engineer,Paras Defence & Space Technologies,"Mumbai, Maharashtra",['Bachelor / Master of Engineering – Electronics/Electrical Experience : +10 yrs Remuneration : 12-18 lacs CTC Annual Location'],"['Solid understanding of computer programming and software development', 'machine learning', 'AI', 'project management', 'Strong analytical skills', 'problem-solving skills', 'communicate well with other members of the development team', 'troubleshoot equipment', 'robotics', 'leadership', 'Excellent organizational skills', 'Excellent verbal and written communication skills', 'creative thinking', 'Automation']",,,,,
Natural Language Processing (NLP) AI Platform Engineer,Accenture,"Mumbai, Maharashtra",['Work Experience :6-8 years Work location'],"['Semantic Web', 'Good in communication', 'ML data mining toolkits', 'NLTK', 'coding ability', 'deep learning', 'Analyze data', 'statistical algorithms', 'Lucene/SOLR', 'NLP', 'Technical Experience', 'retrieval libraries', 'Good in Team handling 15 years of full time education', 'data mining', 'neural networks', 'R', 'natural language processing.', 'Build predictive models', 'Python/R', 'statistical modeling']",,,,,
Data Engineer,Schneider Electric,"Mumbai, Maharashtra",,"['data visualization', 'Azure / AI / ML Technologies', 'architecture frameworks', 'columnar and', 'SQL', 'NoSQL databases', 'data management', 'ETL', 'unstructured data', 'analytics', 'AWS', 'solid programming skills', 'ETL / Data Modelling', 'cloud services', 'staging', 'reporting technologies', 'Data Models creation', 'Extract Transform Load', 'technical ingestion tool chain', 'test-driven, behavior-driven, and domain-driven development)', 'data pipelines']",['Full-time'],,,,
Women in Tech Summit 2023 - Summer Internship 2024,Procter & Gamble,"Mumbai, Maharashtra",,['coaching & mentoring'],['Full time'],,,,
Mobile Application Developer Intern,Future18 Digital,"Mumbai, Maharashtra",,"['Flutter', 'English (Preferred)', 'Python', 'BCA/MCA/BCS/BTC', 'problem solving skills.', 'Node/Reactjs', 'Java', 'deep learning', 'machine learning algorithms', 'SQL', 'Kotlin', 'organizational skills.', 'Linux.', 'C++', 'verbal communication skills.']","['Full-time, Regular / Permanent, Fresher, InternshipContract']",,,,
Motion Graphic designing intern,Sociobliss,"Mumbai, Maharashtra",,,,,,,
Social Media Professional (Fashion Business),OPTIMAS.AI Technologies,"Mumbai, Maharashtra","[""Bachelor's degree or equivalent experience in marketing, communications, or fashion.-"", ""2-3 years of experience or as an intern for our women's fashion brand.""]","['Social media marketing', 'website development', 'analytical skills.-', 'social media management', 'communication and organizational abilities.']",,,,,
"Lead, Artificial Intelligence and Machine Learning",World Economic Forum LLC,"Mumbai, Maharashtra","['Minimum 10 years’ experience in private or public sector in Artificial Intelligence applications and use cases across verticals like Agriculture, healthcare, smart cities.', 'Masters level or Graduation degree in computer science with a focus on artificial intelligence, machine learning.']","['project management tools', 'Machine Learning', 'Computer science', 'shaping project vision', 'facilitation skills', 'administration', 'tracking dashboards', 'AI', 'project management skills', 'AI/ML', 'indArtificial Intelligence', 'verbal and written language skills in English', 'project management', 'coordination', 'Machine learning applications', 'Artificial Intelligence', 'strategic planning', 'content management', 'Strong presentation', 'building project collateral', 'networking skills', 'Hindi dialect.']",,,,,
Compliance Manager,Fractal Analytics,"Mumbai, Maharashtra",['LLB (5/7 years) from a reputed University'],"['analytical mind', 'critical thinking', 'mock audits', 'communication skills', 'leadership', 'audit planning', 'In-depth knowledge of the industry’s standards and regulations']",,,,,
Marketing Intern,HomeShiksha,"Mumbai, Maharashtra",,,['Full-time'],,,,
Software Internship,NevonSolutions,"Mumbai, Maharashtra",,"['Dotnet', 'Flutter.', 'communication skills', 'Python', 'enthusiastic towards learning software technologies', 'Matlab', 'C#', 'efficient logical & problem solving abilities', 'Android', 'Core Java', 'good at Team Work Internship', 'Flutter', 'HTML 5/CSS']",,,,,
Sr. Machine Learning Engineer,IDfy,"Mumbai, Maharashtra","['4 - 8 years Educational Qualifications', 'Any graduation, Job Responsibilities', '5-8 years of experience in data science.']","['Docker', 'modeling', 'Elixir.', 'acquiring data, training and building models', 'machine learning', 'Python', 'tooling', 'building API services for exposing these models', 'solving problems', 'Ruby', 'Tensorflow', 'writing APIs.', 'Team Leadership', 'Computer Vision', 'framing', 'deep learning models.', 'Pytorch', 'ML Ops', 'deploying models', 'Go', 'documentation', 'Computer Vision.']",,,,,
Performance and Analytics Engr,Capgemini Engineering,"Mumbai, Maharashtra","[""Master's Degree or Bachelor's Degree with 3 years of experience in Mechanical or Chemical Engineering."", 'Minimum 3 years of Engineering Experience either in Plant operations, Performance and technical departments, Process Engineering, Analytics software, Performance Software.', 'Masters in Thermal Sciences and Engineering', 'Masters / Bachelor’s degree from an accredited university or college in Mechanical or Chemical Engineering with excellent Track record']","['Steam Turbine', 'oral & written communication skills', 'Strong oral and written communication skills.', 'leadership skill.', 'Anomaly detection software', 'Condition Monitoring', 'Online Monitoring of heave machines', 'Rotating equipment', 'Performance monitoring software', 'Strong interpersonal and communication skills.', 'Data Analytics', 'Gas Turbine', 'Good understanding of Bearing Vibration.', 'Seal Gas System', 'Empirical and Non Empirical Modelling', 'Good understanding of Fundamentals of Thermodynamics.']",,,,,
